title,author,normalizedTitle,normalizedAuthor,occurrenceCount,statesCount,districtsCount,topBanStatus,topOrigin,sampleChallenges
Private Label,"Yang, Kelly",private label,yang kelly,1,1,1,Banned in Libraries and Classrooms,Informal Challenge,"[{""state"": ""Utah"", ""district"": ""Washington County School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Protesting Police Violence in Modern America,"Harris, Duchess",protesting police violence in modern america,harris duchess,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Florida"", ""district"": ""School District of Manatee County"", ""date"": ""July 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Puberty is Gross but Also Really Awesome,"Loveless, Gina",puberty is gross but also really awesome,loveless gina,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Quackery: A Brief History of the Worst Ways to Cure Everything,"Kang, Lydia",quackery a brief history of the worst ways to cure everything,kang lydia,1,1,1,Banned in Libraries,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Lindbergh Schools"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries""}]"
Queen of Air and Darkness,"Clare, Cassandra",queen of air and darkness,clare cassandra,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
Queen of Shadows,"Maas, Sarah J.",queen of shadows,maas sarah j,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries""}]"
Queen of the Sea,"Meconis, Dylan",queen of the sea,meconis dylan,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Rainbow Boys,"Sanchez, Alex",rainbow boys,sanchez alex,1,1,1,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
"Raphael: His Life, Works, and Times","Muntz, Eugene",raphael his life works and times,muntz eugene,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Raphael: School of Athens,"Dolcetta, Marco",raphael school of athens,dolcetta marco,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
"Rat Queens, Vol. 1: Sass & Sorcery","Wiebe, Kurtis J.",rat queens vol 1 sass sorcery,wiebe kurtis j,1,1,1,Banned in Libraries and Classrooms,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
"Rat Queens, Vol. 2: The Far Reaching Tentacles of N'Rygoth","Wiebe, Kurtis J.",rat queens vol 2 the far reaching tentacles of nrygoth,wiebe kurtis j,1,1,1,Banned in Libraries and Classrooms,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
"Rat Queens, Vol. 3: Demons","Wiebe, Kurtis J.",rat queens vol 3 demons,wiebe kurtis j,1,1,1,Banned in Libraries and Classrooms,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Red at the Bone,"Woodson, Jacqueline",red at the bone,woodson jacqueline,1,1,1,Banned Pending Investigation,Informal Challenge,"[{""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
